Restaurant Name,Cuisines,Average Cost for two,Price range,Aggregate rating
Sanjha Chula Baba Da,North Indian,250,1,0.0
Sri Krishna,Street Food,200,1,0.0
Sugandh Corner,South Indian,250,1,0.0
The Friends Cafe,"Chinese, Italian",300,1,0.0
The Muffin Girl,Bakery,400,1,0.0
Rainbows,"Bakery, Fast Food",400,1,3.1
The Nest,"Continental, Italian, North Indian",2200,4,3.5
Burger Head Quarter BHQ,Fast Food,300,1,0.0
Chez Jerome - Q Cafe,"Cafe, French",1500,3,0.0
Mr. Billiken,North Indian,600,2,0.0
Mulligan Cafe,"South Indian, Fast Food",300,1,0.0
Naya Adda,Fast Food,200,1,0.0
OCD - Online Cake Delivery,"Bakery, Desserts",200,1,0.0
Puja Sandwich House,Fast Food,300,1,0.0
Ambersari Dhaba,Fast Food,250,1,3.4
Arabian Knites,"Cafe, Chinese",500,2,3.0
Aryan's Rajasthani Pyaz Ki Kachori,Street Food,100,1,3.1
Aviram's Chinese Kitchen,"Chinese, Fast Food",250,1,2.7
Bhagwan Sweets,"Mithai, North Indian, Chinese, Street Food",250,1,2.8
Chawla,"North Indian, Chinese",400,1,2.7
Chinese Hut,"Chinese, Fast Food",450,1,3.2
Flavourz,Fast Food,150,1,3.3
Lets Bake Love,"Bakery, Desserts",600,2,3.0
Mahadev Dhaba,North Indian,100,1,2.6
Sethi's Food Corner,"Chinese, North Indian",550,2,3.3
Sethi's Restaurant,"North Indian, Chinese, Fast Food",700,2,3.4
Sindhi Kulfi,"Desserts, Ice Cream",100,1,3.0
Sri Kamakshi Vilas,"South Indian, North Indian",400,1,2.7
The Midnight Hub - C,"North Indian, Chinese, Fast Food",450,1,2.6
Anand Ji,"North Indian, Street Food",200,1,3.8
Happy Hakka,"Chinese, Asian, Thai",650,2,3.7
Oberoi's,North Indian,600,2,3.6
Relax Restaurant,"North Indian, Mughlai",800,2,3.5
Al-Rihan,Mughlai,250,1,0.0
All Day 99,"North Indian, Chinese, South Indian",250,1,0.0
Anna Dosa,South Indian,300,1,0.0
Chick Chicken House,"Raw Meats, Fast Food",250,1,0.0
Chicken King,Mughlai,300,1,0.0
Choco Kraft,"Bakery, Desserts",300,1,0.0
Cocoalicious Delights,"Bakery, Desserts",300,1,0.0
FNV,"North Indian, Chinese",600,2,0.0
Food En Vouge,North Indian,400,1,0.0
Food Junction,Chinese,300,1,0.0
Gian Ji Punjabi Dhaba,North Indian,150,1,0.0
Govinda,Street Food,100,1,0.0
Intermission,"Bakery, Fast Food",200,1,0.0
Karma Cafe & Lounge,"North Indian, Chinese",350,1,0.0
Lotes Bakes,Bakery,300,1,0.0
New Anna Ka Dosa,South Indian,250,1,0.0
New Sethi's,"Mughlai, North Indian",500,2,0.0
Punjab Sweets,"Mithai, Street Food",150,1,0.0
Shri Ram Dhaba,North Indian,200,1,0.0
Standard Punjabi Food,North Indian,200,1,0.0
Sunrise Bakery,Bakery,400,1,0.0
Taste of Spice,North Indian,400,1,0.0
The Celiac Kitchen,North Indian,500,2,0.0
Aggarwal Sweet Corner,"North Indian, Chinese, Street Food, Mithai",300,1,3.4
Behrouz Biryani,Biryani,600,2,3.0
Biryani Blues,"Biryani, Hyderabadi",1000,3,3.1
Burger King,"Burger, Fast Food",500,2,3.4
Domino's Pizza,"Pizza, Fast Food",700,2,2.5
Gopal (Sindhi) Restaurant,"North Indian, Mughlai",650,2,3.4
Kabul Delhi,Afghani,550,2,2.9
Khan Chacha,"Mughlai, North Indian",650,2,2.9
Pizza Hut Delivery,"Italian, Pizza, Fast Food",800,2,2.8
Punjabi Jaika,"North Indian, Street Food",250,1,3.3
Rozy Restaurant,"North Indian, South Indian, Chinese",500,2,2.6
Taj Cafe,"North Indian, Chinese",600,2,3.1
Tewari Sweets,"Mithai, North Indian, South Indian, Chinese, Street Food",500,2,3.1
The Burger Hut & Cake Shop,"Burger, Fast Food, Chinese, Bakery",300,1,3.0
Angel's Basket,Bakery,200,1,3.5
Bikanervala,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,2,3.7
Haldiram's,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,2,3.8
Moon of Taj,Desserts,500,2,3.8
Tongue Thai'd,"Asian, Thai",1000,3,3.7
Udupi Sai Sarover,"North Indian, South Indian, Chinese",550,2,3.8
Wagh Bakri Tea Lounge,Cafe,550,2,3.5
K2 Multi Cuisine Restaurant,"North Indian, Mughlai, Nepalese, Tibetan, Korean",1000,3,0.0
Tibet Kitchen,"Tibetan, Chinese",500,2,3.5
Baba Nagpal Corner,"North Indian, Street Food",150,1,4.1
Burger Street,Fast Food,300,1,3.4
Dilli Zaika,"Fast Food, South Indian, Chinese",300,1,3.2
Mughal Chic Inn,"Mughlai, North Indian",600,2,3.3
Nutrition Theka,Cafe,500,2,3.3
Punjabi Chaap Corner,"North Indian, Fast Food",550,2,3.1
Samosa Street,"Fast Food, Street Food",200,1,3.3
Shanu's Chicken Planet,"North Indian, Mughlai, Chinese, Italian",450,1,3.2
Shanu's Food Shop,"North Indian, Chinese, Fast Food",450,1,2.8
Bigbee,Bakery,100,1,0.0
Delhi 6 Cafe,"Chinese, South Indian",300,1,0.0
Lala Ji Sweets,"Mithai, Street Food",300,1,0.0
MK's Chinese Food,"Chinese, Fast Food",250,1,0.0
Nirvana The Divine Kitchen,"North Indian, Chinese",700,2,0.0
Preechen,"North Indian, Fast Food",400,1,0.0
Rahul Eggs,"Fast Food, South Indian",400,1,4.2
7 Stick,"Pizza, Fast Food",250,1,2.8
Aashirwad Restaurant,"North Indian, Chinese",400,1,2.6
Amar Bakery,"Fast Food, Mithai, Bakery",250,1,3.3
Apni Rasoi,North Indian,400,1,3.1
Baked Buns,Fast Food,500,2,3.1
Banspi,Chinese,350,1,2.9
Benchmark,"Chinese, Continental, Mexican",500,2,2.8
Bobby Tikki Wala,Street Food,250,1,3.0
Cafe Coffee Day,Cafe,450,1,2.7
Cafe Coffee Day,Cafe,450,1,2.8
Canteeno,"North Indian, Chinese",200,1,3.0
Chai Mantra,"Fast Food, Beverages",200,1,3.2
Chandni Chowk ke Mashhoor Makkhan Wale Paranthe,North Indian,200,1,2.8
Chandni Chowk Parantha Corner,North Indian,100,1,3.1
Chauhan Laxmi Sweets,Mithai,150,1,3.0
Chawla's The Cake Room,"Bakery, Fast Food, Beverages",250,1,3.4
China Town,Chinese,250,1,2.9
Domino's Pizza,"Pizza, Fast Food",700,2,2.6
Faasos,"North Indian, Fast Food",600,2,2.6
Fast Trax,Fast Food,250,1,3.2
Finger Licious,"Bakery, Fast Food",200,1,3.4
Gulshan Pastry Shop,Bakery,200,1,3.0
Handa's,"North Indian, Chinese",500,2,2.6
Homely Delight,"Mughlai, Biryani",400,1,3.1
Jahangeer Foods,"North Indian, Mughlai",500,2,2.7
Kaleva,"North Indian, Mithai",400,1,3.3
Laxmi Vaishno Dhaba,North Indian,300,1,3.0
Little Pleasure Restaurant & Cafe,"North Indian, Chinese",600,2,2.9
Mauryan Multi Cuisine Restaurant,"North Indian, Chinese",900,2,3.4
Mehta Food Junction,"North Indian, South Indian",300,1,3.0
Om Bikaner Wale,"Mithai, Street Food",200,1,2.8
Ovenstory Pizza,"Pizza, Fast Food",500,2,2.9
Prasadam,"South Indian, Fast Food",400,1,2.8
Priyanshi Fast Food,South Indian,300,1,3.3
Punjabi Tadka,North Indian,350,1,3.1
Pyaali,"Fast Food, Tea",200,1,2.8
Ruby Dhaba,North Indian,500,2,2.7
Shree Manakamna Fast Food,Chinese,300,1,3.4
The Chinese Hut,"Chinese, Fast Food",350,1,3.0
The Chinese Hut,"Chinese, Fast Food",300,1,3.2
The Chinese Kitchen,Chinese,350,1,3.1
Twenty Four Seven,Fast Food,250,1,3.1
Vegie Kitchen,"Chinese, North Indian",250,1,3.1
Behrouz Biryani,Biryani,600,2,3.5
Burger King,"Burger, Fast Food",500,2,3.5
Mohit di Hatti,Street Food,200,1,3.8
Play Pizza,"Italian, Pizza",600,2,3.8
Sushiya Express,"Sushi, Asian",800,2,3.7
Tantrum Coffee Bar,"Cafe, Pizza",500,2,3.5
Chawla's Tandoori Junction,"North Indian, Mughlai",500,2,0.0
Chennai Express Greens,South Indian,250,1,0.0
Omi Pizza,Fast Food,350,1,0.0
South Indian & Chinese Fast Food,"South Indian, Chinese, Fast Food",350,1,0.0
The Khoj Cafe Restaurent,"Chinese, North Indian",300,1,0.0
Bharat Chicken Inn,"Mughlai, Fast Food, North Indian",800,2,2.4
Nathu's Sweets,"North Indian, South Indian, Street Food, Chinese, Fast Food, Mithai",400,1,2.1
Wah Ji Wah,"North Indian, Chinese",500,2,2.2
QD's Restaurant,"Chinese, North Indian, Fast Food, Italian",800,2,4.1
Henri's Bar - Le Meridien,Finger Food,2000,4,3.3
Le Belvedere - Le Meridien,Chinese,5000,4,3.5
Longitude - Le Meridien,Cafe,2000,4,3.9
Nero - Le Meridien,Finger Food,3000,4,3.5
The One - Le Meridien,Continental,4500,4,3.8
Eau De Monsoon - Le Meridien,"Continental, European, North Indian, French",4500,4,4.0
Slounge - Lemon Tree Premier,North Indian,1000,3,3.5
Al Bake,"North Indian, Chinese",600,2,2.5
Al-Bawarchi,"North Indian, Mughlai, Chinese",650,2,3.1
Big Dragon,"Chinese, Thai",650,2,3.1
BTW,"North Indian, Street Food, South Indian, Mithai",400,1,3.3
Capital Curry,"North Indian, Mughlai",1000,3,3.1
Domino's Pizza,"Pizza, Fast Food",700,2,2.5
Ekta's Kitchen,"North Indian, Mughlai, Chinese",650,2,3.2
Gopal's,"Ice Cream, Street Food",150,1,2.9
Moti Mahal Delux,"North Indian, Mughlai, Chinese",1000,3,2.6
Open Oven,"Bakery, Desserts, Fast Food",250,1,3.4
Relax Xpress,"North Indian, Mughlai, Chinese",700,2,3.2
Roll Club,Fast Food,250,1,2.7
SM Gopal Ice Cream & Cakes,"Ice Cream, Desserts",200,1,3.2
Bangla Sweet Corner,"Chinese, North Indian, Mithai, Street Food",400,1,2.6
Chinois,Asian,1500,3,3.0
Dawat,"North Indian, Chinese, Mughlai",450,1,2.9
Establishment Ristorante,Bakery,400,1,3.1
Ganesha Sweets & Restaurant,"North Indian, Mithai, Street Food",500,2,2.6
Gopala,"Mithai, Street Food",250,1,3.3
Green Chick Chop,"Raw Meats, North Indian, Fast Food",350,1,2.9
Hot Chimney,"North Indian, Chinese, Mughlai",850,2,2.5
Icon,"Chinese, North Indian",1000,3,3.2
Juneja's Eating Plaza,"North Indian, Mughlai, Chinese, Fast Food",700,2,3.4
Lodhi Knights,Fast Food,200,1,3.1
Ram Singh's Bhoj,"Mithai, Street Food",350,1,2.9
Republic of Chicken,"Raw Meats, Fast Food",400,1,2.7
Slice of Italy,"Italian, Pizza, Bakery",700,2,3.3
Subway,"American, Fast Food, Salad, Healthy Food",500,2,3.2
The Altitude Cafe and Deli,Cafe,600,2,3.1
Tokyo Mon Amour,"Japanese, French",2200,4,3.1
Bhane,Ice Cream,300,1,3.6
Celeste,"Cafe, Desserts, Bakery",500,2,3.5
Chidambaram's New Madras Hotel,"South Indian, Fast Food",400,1,3.8
CJ's Fresh,"American, Italian, Bakery, Deli, Burger, Sandwich, Pizza",1000,3,3.8
Elma's Brasserie,"American, Continental, Italian, Bakery",2000,4,3.7
Kunafa,"Desserts, Middle Eastern, Turkish",300,1,3.9
Lahori Gate,"Mughlai, North Indian",1800,3,3.5
M I Food Center,"North Indian, Mughlai, Chinese",600,2,3.8
Sugar Blossoms,"Desserts, Bakery",300,1,3.6
Eywa by Saby @ Celeste,Cafe,1000,3,0.0
Cafe Coffee Day,Cafe,450,1,2.3
Guppy,"Japanese, Sushi",2900,4,4.1
Ping's Caf�� Orient,Asian,2100,4,4.1
The All American Diner,"American, Fast Food",1000,3,4.1
Armaan's Restaurant,"North Indian, South Indian, Chinese",500,2,2.8
Garden Chef,Chinese,450,1,3.0
Golooji's Chat Waat,Street Food,400,1,3.3
Oriental Lee,"Chinese, Thai",500,2,2.7
Peshawari Restaurant,"North Indian, Chinese",700,2,3.1
Tikka Town,North Indian,550,2,3.1
Titu Restaurant,North Indian,300,1,2.9
Vijay Dhaba,North Indian,150,1,2.9
Wild Willy,"Pizza, Fast Food",500,2,3.2
Diva Spiced,"Asian, Chinese",2000,4,3.7
Granma's Homemade,"Bakery, Desserts, Fast Food",200,1,3.6
Karim's,"North Indian, Mughlai",1000,3,3.8
Sab Ki Khatir,Mughlai,450,1,3.7
Golden Bakery,Bakery,400,1,0.0
Krishan Sweets,Mithai,250,1,0.0
Rai Ji Caterers,North Indian,400,1,0.0
Szoun Chinese Food,Chinese,300,1,0.0
Yummy Mummy @ Delhi,"Bengali, North Indian",300,1,0.0
Lodi - The Garden Restaurant,"European, Lebanese, Mediterranean",2600,4,4.2
Aggarwal Sweets & Restaurant,"North Indian, Mithai, South Indian, Street Food, Fast Food",400,1,2.7
Ashirwad Dhaba,North Indian,200,1,2.9
Barichi Restaurant,"North Indian, South Indian, Chinese",1000,3,2.9
Bikaner Sweets,Mithai,200,1,2.7
Bikaner,"Mithai, North Indian, South Indian, Chinese, Street Food",600,2,2.9
Chatori Zubaan 2,"North Indian, Chinese",550,2,3.0
Chinese Mania,Chinese,300,1,3.2
Da Pizza Corner,"Fast Food, Pizza",600,2,2.5
Dhaba Cash 'N' Carry Kitchen,North Indian,600,2,3.1
Dom Dang Kins Restaurant,Chinese,400,1,3.1
First Choice,"North Indian, Chinese, Fast Food",600,2,2.9
Hungry Hut,"North Indian, Chinese, Mughlai",700,2,3.1
Le Seasons Restaurant,"North Indian, Chinese",950,2,2.8
Moti Mahal Delux,"North Indian, Mughlai, Chinese",800,2,3.0
Popsy's,"North Indian, South Indian, Continental, Fast Food",550,2,3.0
Prabhu,"Fast Food, North Indian, Bakery",500,2,3.1
Saptagiri,"North Indian, Mughlai, Chinese, Continental, Fast Food",900,2,2.8
Spice Hut,"North Indian, Fast Food, Biryani",500,2,2.9
Taste of Vishal,"North Indian, Chinese",900,2,2.9
The Tandoori Night,"Biryani, Chinese, North Indian",300,1,2.8
Traffic Jaam,"North Indian, Chinese",550,2,2.9
Tripti,"North Indian, Chinese, Mughlai, South Indian",1000,3,3.1
Uttaranchal Dhaba & Restaurant,North Indian,200,1,2.9
Wah Ji Wah,"North Indian, Chinese",450,1,2.9
Resto 37,"North Indian, Chinese, Continental, Fast Food",700,2,3.9
Aakash Sweets & Caterers,"Mithai, Street Food",150,1,0.0
Aapka Mangal Restaurant,North Indian,500,2,0.0
Al-Karim,North Indian,350,1,0.0
Apna Dhaba,North Indian,150,1,0.0
Burger Wala,"Burger, Fast Food",200,1,0.0
Cafe Highway,"Fast Food, Chinese",250,1,0.0
Cake Point,"Bakery, Desserts",600,2,0.0
Chatori Zubaan Chur Chur Naan,North Indian,100,1,0.0
Coffee Shop,"Cafe, North Indian, Continental",1000,3,0.0
Colonel's Kebabs & Curries,"North Indian, Chinese, Mughlai",600,2,0.0
Dhaba Cash 'n' Carry Kitchen Chur Chur Naan,North Indian,150,1,0.0
Dolphin - The Food Cafe,"North Indian, Mughlai, Chinese",300,1,0.0
First Treat Bakers,Bakery,300,1,0.0
Flavours Of Delhi,"North Indian, Chinese, Fast Food",650,2,0.0
Foresto Lawn & Restaurant,"North Indian, Mughlai, Chinese",600,2,0.0
Jain Sweets & Bakers,"North Indian, Mithai",300,1,0.0
JD's Restaurant,"North Indian, Chinese",350,1,0.0
Just Vada Pav,Street Food,150,1,0.0
Kaka De Dhaba,North Indian,350,1,0.0
Kolcata Bengali Dhaba,North Indian,100,1,0.0
Kukkuu Da Dhaba,North Indian,400,1,0.0
M&S Coffee Cafe,Fast Food,450,1,0.0
Malabar Style Kitchen,Kerala,350,1,0.0
Mathura Lassi Wala,"North Indian, Chinese, South Indian",250,1,0.0
Metropolitan Cafe,"North Indian, Chinese",500,2,0.0
Mr. Bake,Bakery,250,1,0.0
Mughal-E-Zaika,"Mughlai, North Indian",500,2,0.0
Mukesh Bhojnalaya,North Indian,300,1,0.0
New Royal Blue Dhaba,North Indian,300,1,0.0
New Sharma Chicken Corner,"North Indian, Biryani",150,1,0.0
Pakwan,"North Indian, Chinese, Fast Food",500,2,0.0
Pizza Corner,"Pizza, Fast Food",250,1,0.0
Pokhreli Kitchen,"South Indian, Nepalese",450,1,0.0
Rasoi,North Indian,500,2,0.0
Satya Dhaba,North Indian,450,1,0.0
Sha-O-Lin Chinese Fast Food,Chinese,300,1,0.0
Shahi Chicken Corner,Mughlai,300,1,0.0
Shama Muradabadi,"North Indian, Biryani",250,1,0.0
Sunil Punjabi Dhaba,North Indian,150,1,0.0
Sunita Dhaba,North Indian,250,1,0.0
Taste of India,"North Indian, Mughlai, Chinese",1000,3,0.0
U.P. Al-Flah Restaurant,Biryani,350,1,0.0
Vaishno Da Dhaba,North Indian,200,1,0.0
Yadav Sweets,"Mithai, Street Food",150,1,0.0
The Cavalry Bar - Maidens Hotel,Finger Food,2000,4,2.7
The Curzon Room - Maidens Hotel,"European, North Indian",3200,4,3.4
The Garden Terrace - Maidens Hotel,"North Indian, Continental",3000,4,3.3
Ama Rabsel House,"Chinese, North Indian",500,2,3.0
Cafe Plus,Cafe,500,2,3.2
Hornbill,"Naga, Chinese",450,1,3.1
Orange Cafe & Restaurant,"Tibetan, Chinese",450,1,3.1
ABC Restaurant,"North Indian, Chinese",300,1,0.0
Achi Restaurant,Chinese,400,1,0.0
Asian House Restaurant,"Tibetan, South Indian, North Indian",400,1,0.0
Cafe 59,"Cafe, North Eastern",600,2,0.0
Drepung Loselling,"Tibetan, Chinese",400,1,0.0
Dus Bab,Tibetan,500,2,0.0
DZI House,"North Indian, Chinese, Tibetan",550,2,0.0
Good Luck Cafe,Ice Cream,250,1,0.0
Kathmandu,Chinese,300,1,0.0
Kullu Manali Restaurant,"Tibetan, Chinese, North Indian",400,1,0.0
Lhamo's Kitchen,Nepalese,300,1,0.0
Lhasa Manthang Restaurant,"Tibetan, Chinese",300,1,0.0
Lhasa Thali House,Nepalese,300,1,0.0
Little Tibet,"Cafe, Tibetan",300,1,0.0
Lotus House Restaurant,"Tibetan, Chinese",600,2,0.0
Mahi Rasoi,"North Indian, South Indian, Fast Food",400,1,0.0
New Open Restaurant,"Nepalese, Tibetan",300,1,0.0
Rooftop Restaurant,Chinese,450,1,0.0
Somang House Restaurant,"Asian, Chinese",500,2,0.0
Tandoori Khazana,"North Indian, Fast Food",350,1,0.0
Tsopema Restaurant,"Tibetan, Chinese, North Indian",600,2,0.0
33 Food,"North Indian, Mughlai",700,2,3.2
Burger Point,"Burger, Fast Food",400,1,3.3
Cafe Blur,"Cafe, Chinese",450,1,3.1
Cafe Coffee Day,Cafe,450,1,2.5
Cafe Rendezvous,"Mexican, Italian, North Indian, Continental, Asian",1550,3,3.3
Cakes & Bakes,"Bakery, Desserts",500,2,3.4
Chatorey Chacha,"Street Food, North Indian",350,1,3.3
Chilli Dragon,"Chinese, Thai",650,2,3.3
DCK- Dana Choga's Kitchen,"North Indian, Mughlai",800,2,3.4
Divya's Rimpy Restaurant,"North Indian, Chinese, Mughlai",800,2,3.2
Express Dhaba,"North Indian, Chinese, Mughlai",650,2,2.7
Go Foodie,"North Indian, Chinese",500,2,3.3
Health Pan,Healthy Food,200,1,3.4
Karim's,"Mughlai, North Indian",800,2,3.0
Karuna,South Indian,200,1,3.0
Kathi,"North Indian, Fast Food, Chinese",400,1,2.8
King Chilly Kitchen,"Chinese, Tibetan",400,1,3.2
Kolhapuri Veg Non-Veg Foods,Maharashtrian,300,1,3.3
Mehfil Dhaba,"Fast Food, North Indian",300,1,3.4
Moti Mahal Delux - Legendary Culinary,"North Indian, Chinese",600,2,2.6
Open Oven,"Bakery, Desserts, Fast Food",250,1,3.4
Paapi Paet,"Fast Food, Beverages",550,2,3.3
Pepper Corn Express,"North Indian, Chinese, Fast Food",800,2,3.4
Pinch Of China,Chinese,400,1,3.2
Pizza Hut Delivery,"Italian, Pizza, Fast Food",800,2,2.8
Punjabee's Darbar,"North Indian, Chinese",700,2,3.0
Ramjee's,"Street Food, North Indian",150,1,3.3
Rollmaal,"Fast Food, North Indian, Chinese",500,2,3.4
Shaolin,Chinese,800,2,3.4
Subway,"American, Fast Food, Salad, Healthy Food",500,2,2.8
The Chocolate Room,"Cafe, Italian, Mexican, Salad, Desserts",850,2,3.4
The Delhi Heights,"North Indian, Mughlai, Chinese",800,2,2.8
Thok (The House of Kakori),"North Indian, Mughlai, Chinese",600,2,3.4
Uloo,"North Indian, Mughlai, Chinese",600,2,3.2
Vadapav Junction & More,"Street Food, Fast Food",350,1,3.3
Behrouz Biryani,Biryani,600,2,3.6
Beliram Degchiwala,"North Indian, Mughlai, Chinese",900,2,3.5
Bhukkhar,"North Indian, Chinese, Mughlai",500,2,3.9
Biryani Blues,"Biryani, Hyderabadi",1000,3,3.9
Bun Intended,"Burger, American, Fast Food",850,2,3.9
Casa Asia,Chinese,650,2,3.8
Chic Fish,"North Indian, Chinese",750,2,3.5
Dunkin' Donuts,"Burger, Desserts, Fast Food",600,2,3.6
Farratta,"North Indian, Chinese",800,2,3.7
Flavors of Chennai,South Indian,400,1,3.7
Food For Thought,"North Indian, Italian",700,2,3.8
FreshMenu,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,2,3.7
Giani's,"Ice Cream, Desserts",400,1,3.7
Gopala,"Mithai, Street Food",250,1,3.8
Green Chick Chop,"Raw Meats, North Indian, Fast Food",350,1,3.5
Hunger Must Die,"Italian, North Indian, Chinese, Mughlai",500,2,3.7
Kolkata Kathi Roll,Fast Food,150,1,3.6
Max Grille and Kitchen,"North Indian, Mughlai, Chinese",850,2,3.5
Moti Sweets,"Mithai, Street Food",100,1,3.6
Nazeer Foods,"North Indian, Mughlai, Chinese",650,2,3.6
Nikashee,"Chinese, Thai",600,2,3.7
Noodle Box,"Chinese, Thai",700,2,3.5
Pema's,"Chinese, Tibetan, Japanese",700,2,3.6
Plumber - The Lounge,"Thai, Chinese, North Indian",1500,3,3.9
Pudding & Pie,"Bakery, Fast Food",450,1,3.7
RP's Restaurant,"Mughlai, North Indian, Chinese",700,2,3.5
Soi Thai,"Thai, Japanese",1500,3,3.6
Speedy Chow,"Chinese, Thai",850,2,3.6
Stoned Age Kitchen,Continental,400,1,3.9
Suribachi,"Asian, North Indian, Continental",1500,3,3.5
Swagath,"North Indian, Chinese, Seafood, Chettinad",1500,3,3.5
The Delhi Canteen,"North Indian, Continental, Asian, Chinese, Thai",1000,3,3.6
The Grill Kitchen,"North Indian, Mughlai",650,2,3.8
The Midnight Heroes,"North Indian, Biryani, Chinese, Fast Food",950,2,3.7
The Salad Bowl,"Healthy Food, Salad",800,2,3.5
Domino's Pizza,"Pizza, Fast Food",700,2,2.3
Food Army,"North Indian, Mughlai, Chinese",450,1,2.3
Moti Restaurant,"North Indian, South Indian, Chinese, Mughlai",550,2,2.4
New Baba Da Dhaba,"North Indian, Mughlai, Chinese",400,1,2.0
Tunday Kababi,"Lucknowi, Mughlai",600,2,2.2
Dilli BC,"North Indian, Mughlai",700,2,4.4
Litti.In,Bihari,300,1,4.0
Nizam's Kathi Kabab,"North Indian, Fast Food",900,2,4.0
Pepper Kitchen,"Cafe, American, Italian",500,2,4.0
Rustom's Cafe & Bakery,"Cafe, Bakery, Parsi",700,2,4.1
Salad Days,"Healthy Food, Salad",800,2,4.0
Stop My Starvation,"Cafe, Desserts",300,1,4.3
Sushi Junction,"Sushi, Japanese, Healthy Food",1000,3,4.0
Vero Gusto,"Cafe, Fast Food, Healthy Food",250,1,4.1
Snack Junction,Chinese,300,1,3.2
Turant,Chinese,300,1,3.3
Snacks Point,Fast Food,100,1,0.0
The Sweet Spot,Bakery,600,2,0.0
Kafe @ Museum,"North Indian, Continental",300,1,0.0
Friends Cafe,North Indian,500,2,0.0
Aromas of Pind,"North Indian, Chinese",1200,3,4.2
Apna Dhaba and Caters,North Indian,300,1,3.2
Green Chick Chop,"Raw Meats, North Indian, Fast Food",350,1,2.7
Jai Shree Durga South Indian Corner,"South Indian, Chinese",350,1,3.0
Malabar Catering House,"Biryani, Kerala",400,1,3.2
Meenakshi Bhawan,"South Indian, Chinese",300,1,3.1
New Raja Sweets,"Mithai, Street Food",150,1,2.9
Pizza Treat,"Pizza, Fast Food",250,1,3.0
Pudding & Pie,"Bakery, Fast Food",450,1,3.1
Rita Chinese Food,Chinese,350,1,3.1
Vibes of Punjab,"North Indian, Mughlai, Chinese",700,2,3.2
Ramji Di Hatti & Caterers,North Indian,350,1,3.5
Spicy Tadka,"North Indian, Chinese",600,2,3.5
Mr. Tandoori Lal,"Chinese, North Indian",300,1,0.0
Om Sweets & Caterers,North Indian,200,1,0.0
Sardar Ji Take Away & Caterers,"North Indian, Chinese",450,1,0.0
9 is Mine,Fast Food,300,1,2.6
Aashirwad,"Chinese, North Indian",450,1,3.2
Aggarwal Sweet & Bakers,"Mithai, Street Food",150,1,2.9
Amit Hotel,North Indian,150,1,2.9
Angrezee Dhaba,"North Indian, Mughlai, Chinese",350,1,2.8
Ankur Family Restaurant,North Indian,300,1,2.9
Bansal Sweet,"Desserts, Street Food",150,1,2.7
Baskin Robbins,Ice Cream,300,1,3.1
Caravan Resto Bar,"North Indian, Chinese, Mughlai",1100,3,3.2
Celebration Multi Cuisine Restaurant,"North Indian, Chinese",500,2,2.7
Chatto Chapati,North Indian,250,1,3.0
Chawla's�_,"North Indian, Mughlai",750,2,2.7
China Town,Chinese,300,1,2.7
China Town,Chinese,350,1,2.7
Dazzle Pastry Shop,"Bakery, Fast Food",150,1,2.6
Delicacy Foods,"North Indian, Mughlai, Chinese",650,2,3.2
Dolphin Rolls,"Fast Food, Chinese",200,1,2.9
Durbar Restaurant,"North Indian, Chinese",500,2,2.7
